,Aerospace & Defense,Air Freight & Logistics,"Apparel, Accessories & Luxury Goods",Application Software,Asset Management & Custody Banks,Automobile Manufacturers,Automotive Retail,Biotechnology,Broadcasting,Building Products,Casinos & Gaming,Communications Equipment,Construction Machinery & Heavy Transportation Equipment,Consumer Finance,Consumer Staples Merchandise Retail,Distributors,Diversified Banks,Diversified Support Services,Electric Utilities,Electrical Components & Equipment,Electronic Equipment & Instruments,Environmental & Facilities Services,Fertilizers & Agricultural Chemicals,Financial Exchanges & Data,Health Care Distributors,Health Care Equipment,Health Care REITs,Health Care Services,Health Care Supplies,Homebuilding,"Hotels, Resorts & Cruise Lines",Household Products,Human Resource & Employment Services,IT Consulting & Other Services,Industrial Machinery & Supplies & Components,Insurance Brokers,Interactive Media & Services,Internet Services & Infrastructure,Investment Banking & Brokerage,Life & Health Insurance,Life Sciences Tools & Services,Managed Health Care,Movies & Entertainment,Multi-Family Residential REITs,Multi-Utilities,Multi-line Insurance,Oil & Gas Equipment & Services,Oil & Gas Exploration & Production,Oil & Gas Refining & Marketing,Oil & Gas Storage & Transportation,Packaged Foods & Meats,Paper & Plastic Packaging Products & Materials,Passenger Airlines,Personal Care Products,Pharmaceuticals,Property & Casualty Insurance,Rail Transportation,Regional Banks,Restaurants,Retail REITs,Semiconductor Materials & Equipment,Semiconductors,Soft Drinks & Non-alcoholic Beverages,Specialty Chemicals,Systems Software,"Technology Hardware, Storage & Peripherals",Telecom Tower REITs,Transaction & Payment Processing Services
Rail Transportation,0.1956577858879597,0.2788669874571976,0.1402845011665909,0.3356806531001097,0.6631922791931122,0.09598723108133397,0.6229156250639756,0.25533286229197233,0.642646456937328,0.2234223249607327,0.6313279574547495,0.21485526280045644,0.39956834984724876,0.32835077629401965,0.20763266566756994,0.21011337695807353,0.4754195053876794,0.18217127941035763,0.11994717852439059,0.4598778144341557,0.16591928010823304,0.7032894401802711,0.16593951461051923,0.3225703380788211,0.14340011066421796,0.10084432108394581,0.4998675197877279,0.2936247721352386,0.03984655593781724,0.432754099561694,0.699782646539371,0.731678971846819,0.7955655992438904,0.6023625356454245,0.38845911068370576,0.505593552668803,0.4224326624039781,0.9147622001620599,0.9139635207363463,0.28326909706651254,0.02536433173489113,0.1406062469448697,0.5874308464928908,0.8423918452719222,0.326166692916326,0.5578174833265561,0.3150028027468798,0.546349878530122,0.40969229013802705,0.3105894037602643,0.07404845042327315,0.5355604860220101,0.24112940681157063,0.6326540212889883,0.13707687956151302,0.17260784982502358,1.0,0.7809041408583205,0.19115462775096329,0.37851026419482237,0.30249689291183923,0.8704450671813629,0.6084580690560177,0.15365058021787154,0.5929474411246046,0.3011954330370312,0.7906041076747077,0.042289955645534553
Regional Banks,0.13110657290275937,0.13965953684285112,0.6401506291088266,0.38450345809766695,0.3346518297938451,0.13513149113288575,0.28381231137215707,0.0743306435939041,0.3731185523329701,0.3885648729077139,0.11299433565652242,0.1968216862362084,0.25068404686533446,0.16713167245422464,0.2798389132853809,0.701955125027337,0.1299729867789903,0.34067717074313547,0.4226759670850038,0.2845692619319867,0.7889175413695687,0.5597399823687745,0.9281715510708469,0.7156625277077302,0.02873975167785496,0.24864585121047575,0.4726661699968092,0.26902454916372487,0.18227752245208087,0.7114032696358938,0.34447204870126796,0.6966430523114504,0.7798280515975462,0.7616600966451499,0.4176195535569265,0.37233670289861165,0.11451210989761634,0.4218507040767454,0.7154953831304827,0.2509998964642248,0.4996347303622365,0.09594923334130052,0.49485617145865346,0.8273248661707349,0.451426937022098,0.15849651056959285,0.15431324756382386,0.3605859990582396,0.45477428773871087,0.09059603242398485,0.2126735199156865,0.2033056208814048,0.0788960328959004,0.8295356514187631,0.25551875422456083,0.37153350896169707,0.7247110076183432,1.0,0.44929658822394203,0.18904135258133667,0.6176795389666747,0.4340072469304686,0.9362241968140889,0.38652316195203174,0.44611751318089454,0.3437682045099574,0.9314216678387689,0.005585913823303163
Restaurants,0.15459878998302737,0.8529146459181624,0.5186268160492021,0.668432526456362,0.5770980772230276,0.24846926407718647,0.3412452034411264,0.6249926981310783,0.29719354589208063,0.38120751770259065,0.41571236974002157,0.2540638087686441,0.10334780642588752,0.26571061211204944,0.6859903981466224,0.09043858465231996,0.10983228983293825,0.4686566422112599,0.008208987024486945,0.23455107019434793,0.3882079689916901,0.13887795381956078,0.10907330901643486,0.5403908433073592,0.0338450857712287,0.15601080086871122,0.08048007783085166,0.006356658016287785,0.4392533430754941,0.43530978071074455,0.3144189427770671,0.3308958264576493,0.4788229914884481,0.28197151975415075,0.012371953595006162,0.24086283687468413,0.7451753081272136,0.7392150044791052,0.5433157940817614,0.17034781431332394,0.5017743664895695,0.09827411215649594,0.6216330129950359,0.19642132566786233,0.06316522334636451,0.21416904351211263,0.33760359967967957,0.45133293346884606,0.3184765125763086,0.48731562287464836,0.03829623085978853,0.3176853690989644,0.19557811595306407,0.17072253739118676,0.015094499978550958,0.16594832076430616,0.007934996044804968,0.2625248679037292,1.0,0.08333984104215988,0.32263807985373083,0.3018015448750865,0.0095745143371052,0.06331280758598734,0.6364886535205718,0.6066538189664413,0.5140292980555644,0.17805068468439428
Retail REITs,0.8685497788422336,0.3874501593795608,0.7726187959774243,0.8881004686200492,0.5011193803236477,0.7167083850866476,0.20354717345923706,0.19673473732781985,0.6681327310804206,0.07803273898304916,0.3206075053315493,0.10269267836298224,0.5718770386111612,0.32967046316017556,0.30702568157398,0.037220102210724686,0.10313682311794857,0.12271488003266624,0.5682572118354433,0.14309135977576118,0.09551859799944253,0.31287774924417916,0.6707669309047379,0.7863722587587098,0.19299754017339033,0.3375378212007259,0.6309170248059226,0.11356796972802377,0.4135410622772334,0.4880857642521605,0.517431769738279,0.3930350442000638,0.7247286042535812,0.5487858500833326,0.1625150910122557,0.33216341943516026,0.6449425943884601,0.6521053817672564,0.012370062998507,0.2768687339008311,0.07285029987945299,0.012593211305598895,0.3656934340742212,0.6624812737851065,0.6013847439385887,0.42059938991750506,0.4303502432311742,0.912460953747051,0.8429415195190819,0.8646315343963753,0.027513458816277956,0.06519812013626822,0.7546795500393888,0.6952188136799738,0.06834857197340177,0.8459409105158279,0.23611195398759846,0.024743339515364338,0.23607735899112245,1.0,0.18474569910506294,0.7029147889228362,0.28265478513238684,0.0362307987011642,0.5424826561000746,0.2364040552633994,0.5150280479867653,0.08076904357543213
Semiconductor Materials & Equipment,0.30044028604908274,0.46227892606982823,0.4822335634018964,0.0555299760966356,0.006873586478555329,0.45667956626393,0.16522545310161055,0.3928339133503429,0.47901127645787933,0.3967256060848058,0.08110906503284067,0.08615837790585328,0.5552689880079139,0.025140700132505574,0.8042654989139083,0.08241045324324399,0.0703159911439521,0.09609342234306638,0.2254863186712678,0.20884698130959278,0.5384411295860876,0.5000428034465212,0.6258220633693263,0.07673890300826416,0.1771942920607873,0.08860299658489926,0.3320071164405202,0.23015551905952805,0.4824929851446198,0.28021174089105705,0.11875252897281491,0.46873010218071476,0.010970045011968894,0.02238264420409395,0.18696385400910334,0.03796425674491543,0.06593560843256772,0.40039916483542504,0.06448719369695073,0.061108065080778276,0.19670248419667216,0.003089617251835282,0.7111088828260097,0.0131261382172354,0.6886908342548412,0.1932540531656147,0.5590881977581211,0.47973929442482177,0.8534279139658688,0.29381530910545584,0.18673321142548888,0.15962979441025008,0.17258205093987608,0.5521681940867905,0.1961619347737691,0.23842083872876155,0.28780279759569316,0.1886768007409,0.9134387367652522,0.14231918105086705,1.0,0.07452071127268921,0.7264211796624978,0.8088474514876686,0.007837473835456715,0.046015992014356154,0.37997700869565043,0.09007788417463078
Semiconductors,0.28583033059080615,0.939476641549367,0.5641248366853944,0.9123852331071418,0.6994525882248197,0.11216695296031173,0.43851172768190244,0.3854368145086655,0.48428468815008985,0.14861115633003888,0.7889044036072344,0.5305637308597748,0.3109320744229036,0.42572052995688825,0.27503661653751793,0.5531035506103875,0.7271085379536233,0.6183969490328924,0.030791949989987532,0.4583059168913184,0.1276115412560381,0.27319951969084,0.19573712844854876,0.4150848297114189,0.7935341170121731,0.6887143550176085,0.6321577948014423,0.5740845418540201,0.7653768706402483,0.24864980983132104,0.6769513401038515,0.07435000911557392,0.34689486509976175,0.7146934388119524,0.3230405267882992,0.35190012379226127,0.23986782150463382,0.37929619115124025,0.43399370038231316,0.808003894825702,0.8380329396918428,0.12797967340678082,0.6268095388731987,0.4923227553511196,0.0379987291422768,0.9391857258883096,0.9406548965801911,0.904017471334085,0.26895326540287817,0.8583445957101323,0.13047870150757648,0.8522230217607794,0.18568154224915176,0.34645430511637465,0.5481025567236932,0.5268932316198842,0.6108620350787581,0.8852259414543749,0.1275605826426707,0.41202372001415843,0.19585269108367986,1.0,0.4543592077449148,0.08589956392556426,0.38384541795154825,0.1521359381098547,0.19012613938916217,0.5607719643281207
Soft Drinks & Non-alcoholic Beverages,0.2275936290923141,0.07263265185709403,0.5805511859849987,0.7418401976935796,0.552720763044666,0.38141528784268675,0.8105037203547425,0.2064600216683788,0.37514549715485335,0.9025447834140505,0.7814306885817709,0.6310322033799495,0.8688366502476604,0.6316203095010243,0.1109196739816479,0.34941587582416567,0.5702664649100512,0.931322832709014,0.28014962965245294,0.891410694123037,0.7310614288425581,0.6124089173070676,0.44857831068663634,0.7346086658202067,0.46802465291787404,0.7223525765848751,0.2946183474238964,0.04811249762767654,0.7439595092834725,0.7816425883958411,0.24286794920738894,0.8621721477691897,0.43782283453010284,0.34897393009035416,0.6826372105114789,0.5507703364277117,0.8480942173359431,0.41589281071949125,0.8250816891046628,0.7296180680610482,0.03313316596924877,0.10215586045686409,0.6057745897903442,0.5028077957668307,0.24380513219823854,0.6186186476380728,0.7113048395526202,0.5690370300082654,0.8796328745801404,0.6569594060368193,0.18955622364201016,0.7128522099578471,0.46022445997309575,0.45027008136193314,0.32264355064983136,0.3157153781424482,0.6813995457464401,0.8707774643214379,0.18487809728430787,0.6478309944556835,0.7046370471251662,0.6739639497731843,1.0,0.5169656041798307,0.4545920401099941,0.3427620330440032,0.3952098023160181,0.6094968489692718
Specialty Chemicals,0.22604514133291848,0.37444067015279703,0.4893393008389521,0.5640265913319975,0.7110624571909654,0.4294357775766956,0.21877017277839744,0.31906900675398925,0.8304595634508054,0.8086764781066693,0.4165588931177834,0.3031692259205029,0.4775653434813618,0.6550955263959051,0.5249021158462547,0.07172002312516941,0.41286901127949016,0.7211947200093722,0.0033370835785131816,0.48675785862538734,0.8790984414224792,0.3313923314422685,0.05799995054548248,0.6705392139547866,0.12243202678553221,0.8510215085683769,0.07386171211779591,0.02295874958413069,0.06839165170226782,0.7862702685663108,0.5911160280357451,0.8482212396878788,0.2660976711255862,0.31815365855947497,0.22464782464499897,0.19534609751372467,0.5279869416687932,0.7908563997401957,0.8436358650882401,0.19497032673937534,0.11441274524032881,0.05179318187565815,0.7751355466527479,0.00990897040909229,0.02432341965843177,0.2919486583154499,0.26023638381737535,0.28780151145008936,0.25599557689250213,0.1060971945437181,0.026488577403683634,0.49279729286116547,0.45374870889179303,0.5338079524904609,0.1924131958392325,0.06283173524974678,0.0921066283908364,0.5297369343482105,0.28924797100290417,0.0215561206745146,0.4652562195351802,0.8811255353263594,0.11708749352401959,1.0,0.9150374068755242,0.7103169749986125,0.6615233183521148,0.19521113055402214
Systems Software,0.8467257169987922,0.5370284038969002,0.5090376030836059,0.4567508949352631,0.3441585340835317,0.27353611763522717,0.6599776061764602,0.30363050075508097,0.2730578048327017,0.5786303759294888,0.26899955639581247,0.8008390691869962,0.5603296329573506,0.15928057560457923,0.7315611832661246,0.9014680548395658,0.28411184374902887,0.7685851298166898,0.06376955192293746,0.36678605792243635,0.43582486452450353,0.629213025339317,0.6429778525761854,0.4260407817001848,0.3910347580616793,0.590489059709724,0.47524840046959815,0.5912405540101731,0.5927216207424539,0.6888565362043764,0.34081869666778125,0.24996110454927087,0.829294123024556,0.6935778543765867,0.7177227914546949,0.6374245880352178,0.2469658913772021,0.2568715072812181,0.08457144283912715,0.4642635081721015,0.6838797911753794,0.46202026758430925,0.30001747161515024,0.6762312061961718,0.08011855846807182,0.6474819493124429,0.4967561552746612,0.49934444905447417,0.9734646777231002,0.46356885773177037,0.6182681735942235,0.6760060418549441,0.02089224157368541,0.5420545073769942,0.09529711234712547,0.8197957359520294,0.6211460164380127,0.28602130390298675,0.5174989207871253,0.7076888661311544,0.9150743246462182,0.506179490878431,0.6968975120743346,0.8036730982558055,1.0,0.0844744508636058,0.16166299025547,0.16511150063642313
"Technology Hardware, Storage & Peripherals",0.7348270265431578,0.387795607596331,0.32252223032467275,0.07713732361477028,0.9478831148371728,0.40069961602438703,0.746827008129095,0.015890673829475278,0.2689044954788358,0.18669200612306258,0.7460472645032185,0.3346653983840371,0.6172897158107935,0.2565295720783959,0.21276185422602678,0.8118913457424043,0.23897161435348005,0.8389154822129081,0.40327127812540986,0.3453353977508621,0.4912114788952192,0.8182754989588845,0.6045108740169747,0.5676208079290307,0.09780395825262381,0.5468504025338885,0.25276369415908667,0.20152508660072005,0.10568547787710898,0.1634880532182038,0.451218521677367,0.06892738264079085,0.27680081330624884,0.8084311445910335,0.6411895271966637,0.5039931337900916,0.37911201054531385,0.43566878991815117,0.32878133510990004,0.1920472173916323,0.3438869877022911,0.052239435374141684,0.5229202636812961,0.28305713241907776,0.4657451095313955,0.17116840845331532,0.3533207405464004,0.323332317416741,0.8515264013492809,0.38320175154583436,0.9089138528662069,0.9220489977870011,0.1625796361027683,0.23020936276702517,0.38610052458120636,0.44281581575163653,0.7923897519722076,0.2321921769899399,0.4692064046093004,0.5846566770447897,0.3347780507291169,0.12405322459554097,0.7580373581361372,0.34130441790141175,0.21394873544257162,1.0,0.573237740550045,0.5234186515503936
Telecom Tower REITs,0.21137790028525102,0.21310947221456253,0.40244190432264315,0.5686433243976473,0.20333859340933996,0.7664028328375191,0.5790016021011919,0.23594371984021845,0.7374551576958757,0.18402577782430027,0.12460493071949424,0.9484023799740755,0.11579315989854454,0.44706888431134945,0.4702774879214785,0.12064674815949747,0.4304707234778625,0.24855459419772466,0.06343657410142704,0.3372333710906579,0.4052269417768288,0.2057483444891249,0.3582495018834647,0.5266518298485282,0.4344269744442588,0.24797955723641338,0.49879916107189337,0.3817059002882767,0.299374355539934,0.06814238723377834,0.6297655214038526,0.33786850322982154,0.22687502128440426,0.39249923158832556,0.06427191400935552,0.34610493966615896,0.7221257638035778,0.17124284221166275,0.5079287929863945,0.6571749466790571,0.6088521032983543,0.3791598737149021,0.33134042034726985,0.5546401057113928,0.08910562362466568,0.7700456638284778,0.8208222818213357,0.8380221243608055,0.6666344475615014,0.8634946565927593,0.047590697278347985,0.43121077776277045,0.18324962083661528,0.37888906759831387,0.1699985401426599,0.581960505753218,0.14851546534072296,0.6023102738266047,0.11420776610630888,0.35564853958900244,0.5993667417246737,0.3604194418433707,0.023950690228818024,0.1540453125416689,0.7476733014378476,0.4442647557752424,1.0,0.40662984942431246
Transaction & Payment Processing Services,0.06760759383317777,0.3412841118049794,0.28132970861947926,0.5375731857088685,0.5515668623561099,0.394196861686845,0.12683251721982763,0.36832873914807807,0.3989988201227057,0.5768777463450944,0.19672935014315412,0.11778156440116601,0.36414823008814057,0.0316521132411137,0.3859006980225035,0.3433161035612975,0.07102101365824377,0.5359226511612262,0.11665337008338328,0.48999885443818536,0.32020681440679266,0.10820016006916142,0.15771291947546254,0.23006543633178994,0.05721432632893795,0.09897217940838489,0.007951212300340892,0.12116808956178948,0.3958796022367578,0.28259150687904994,0.27471716480896285,0.39501016917642373,0.5619023697535723,0.21363134805157816,0.481586570922271,0.48554695176438284,0.42901749495482955,0.6852261407188414,0.23838024125722934,0.11672517352388667,0.4352600887157225,0.21213063738650845,0.7425634836115131,0.0978661718738587,0.10428847294955952,0.012019470954123769,0.04923321126990164,0.10750420175983907,0.15351158852793606,0.15444574040072653,0.4525943786157816,0.34225115325240796,0.12194445518128204,0.41714597051470853,0.003648680562433747,0.07298568034833788,0.05413198435448955,0.20996960543821724,0.18187590203150775,0.009902221036775922,0.5299956378400091,0.5661681596752812,0.0656601475120007,0.4161197297102358,0.7591786756142935,0.7687371784735414,0.4318293600604978,1.0
